LAB;GRUPO;CODIGO;CODBARRA;DETALLE;COSTO;MARGEN;PRECIO;PCADENA;POFERTA;STOCK;DESCUENTO;PRINCIPIO_ACTIVO;CV_SKU
       CONAIR;;316002;74108511003;CEPILLO PELO COMPAC TRAVEL;2990.0;42.83;5740;0.0;0.0;1.0;No;;
       CONAIR;;316003;74108772022;CONAIR CEP PELO BLOW DRY STYLING;3190.0;35.79;6900;0.0;0.0;2.0;No;;
       CONAIR;;316001;74108772053;CONAIR CEP PELO CUADRADO DETANGLE STYLE;4190.0;47.41;7350;6990.0;0.0;1.0;No;;
       CONAIR;;316004;74108772008;CONAIR CEP PELO STYLE VOLUME;4090.0;57.98;7300;0.0;0.0;3.0;No;;
 BAIRON;;313001;3352712011360;SEDALIA  90 COM SUBLING;8820.0;49.96;15740;0.0;0.0;0.0;No;;
3M CHILE S.A.;;1000;7805040000606;AMOM DES CITRICO [ 49739 ];886.0;14.76;1210;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1048;7804680940044;APOSITO TRANSP ISIMED 6-7 CM X 4 UNID;1375.0;49.73;2450;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1001;7805040004499;AROM DES AMBIENTAL CHIRIMOYA [ 49735 ];886.0;65.98;1750;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1002;7805040000552;AROM DES AMBIENTAL FRUTILLA [ 49737 ];886.0;65.98;1750;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1003;7805040000620;AROM DES AMBIENTAL VAINILLA [ 49736 ];886.0;37.53;1450;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1004;7805040000576;AROM DES LAVANDA [ 49738 ];886.0;65.98;1750;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1005;60170101;BAJADA DE SUERO  - REGULADOR DE FLUJO [ 49398 ];100.0;1832.77;2300;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1006;7804995106593;BISTURI N° 11 HOJA;170.0;196.59;600;0.0;0.0;14.0;Si;;
3M CHILE S.A.;;1039;7805070024535;BOTIQUIN NEXCARE 15 PROD;4181.0;40.09;6970;5290.0;0.0;1.0;Si;;
3M CHILE S.A.;;1040;7805070024528;BOTIQUIN NEXCARE 22 PIEZAS;5691.0;61.84;10960;14490.0;0.0;0.0;Si;;
3M CHILE S.A.;;1055;1055;CAVILON 3M 92 GR;8440.0;48.35;14900;0.0;0.0;2.0;No;;
3M CHILE S.A.;;1007;1007;CAVILON PROTEC CUTAN SP 28 ML [ 51959 ];8970.0;77.06;18900;0.0;0.0;5.0;Si;;
3M CHILE S.A.;;1057;1057;COBAN 10 CM X4.5 MT;4290.0;76.1;8990;0.0;0.0;0.0;No;;
3M CHILE S.A.;;1053;1053;COBAN 5 CM 4.6 MT;2290.0;81.92;4990;0.0;0.0;0.0;No;;
3M CHILE S.A.;;1008;159753;CONTENEDOR DE BASURA 1000 LT [ 49742 ];199000.0;65.53;391990;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1051;7506195153574;GILLE.PRESTOB.3 BDYSENSX2;2860.0;44.47;4850;4490.0;0.0;7.0;No;;
3M CHILE S.A.;;1009;7891040318049;MASCARA 3M REUTILIZABLE NEGRA [ 49962 ];1690.0;38.23;2780;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1010;7804915011655;MASCARILLA 3UN PAW PETROL NI¥O [ 49963 ];1450.0;41.99;2450;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1011;4902508150200;MASCARILLA 3UNI BEBE PIGEON [ 49967 ];2850.0;44.48;4900;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1012;7804915011679;MASCARILLA LOL SURPRISE 3UN NI¥O [ 49964 ];1450.0;67.49;2890;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1013;7804915011662;MASCARILLA PAWPETROL NI¥A 3UNI [ 49966 ];1450.0;41.99;2450;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1014;7804915011693;MASCARILLA TRENDY CAMO 3 UNI [ 49965 ];1450.0;41.99;2450;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1056;1056;MICROPORE 2.5 CM X 9.1 M COLOR BLANCO;732.5;60.5;1400;0.0;0.0;1.0;No;;
3M CHILE S.A.;;1044;1044;MICROPORE 2.5 CM X 9.1 M COLOR PIEL;1305.0;61.63;2510;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1015;1322598;MICROPORE 3M 1.25X9.1M [ 53652 ];100.0;1244.54;1600;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1016;1245698;MICROPORE 3M 5CMX9.1M [ 53651 ];100.0;3925.21;4790;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1045;524191;MICROPORE 5CM X 9.1M COLOR PIEL;2621.16;60.55;5000;0.0;0.0;31.0;Si;;
3M CHILE S.A.;;1065;51131224971;NEXCARE APOSITO TRANSPARENTE TEGADERM X 3;3975.0;50.1;7100;0.0;0.0;3.0;No;;
3M CHILE S.A.;;1058;7702098004184;NEXCARE CINTA MICROPORE COLOR PIEL 2.4 X 9.1;4000.0;30.3;6190;0.0;0.0;2.0;No;;
3M CHILE S.A.;;1064;7702098004191;NEXCARE CINTA QUIRUR PAPEL PIEL 1.2X9.1;2625.0;58.46;4950;0.0;0.0;10.0;No;;
3M CHILE S.A.;;1060;7702098004146;NEXCARE CINTA QUIRURGICA  PAPEL;3400.0;63.95;5260;0.0;0.0;19.0;No;;
3M CHILE S.A.;;1063;7702098004153;NEXCARE CINTA QUIRURGICA PAPEL 4.8X9.1;4700.0;29.98;7270;0.0;0.0;2.0;No;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1017;7805070400889;NEXCARE COLD HOT COMPRESAS FRIO/CALOR [ 49 ];7545.0;51.71;13670;12740.0;0.0;3.0;Si;;
3M CHILE S.A.;;1018;51131223196;NEXCARE CURACION AVANZADA [ 54298 ];2300.0;42.86;3910;0.0;0.0;0.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1019;7805070002779;NEXCARE GASA 10CM.10CM.(6UN.) [ 14058 ];1140.0;68.07;2480;4990.0;0.0;15.0;Si;;
3M CHILE S.A.;;1047;7805070002786;NEXCARE GASA ESTERIL NO ADH 15-15;1250.0;49.92;2230;4990.0;0.0;1.0;Si;;
3M CHILE S.A.;;1054;7805070023958;NEXCARE IMPERMEABLES 15 UN;3190.0;59.9;6070;0.0;0.0;0.0;No;;
3M CHILE S.A.;;1042;7805070008207;NEXCARE LIMPIADOR DE HERIDAS SOL X 200  5100446232 | 2025-10;2270.0;29.2;3490;5140.0;0.0;0.0;Si;;
3M CHILE S.A.;;1020;51131223004;NEXCARE MAXIMA DURACION [ 54299 ];1530.0;43.35;2610;0.0;0.0;0.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1021;7805070400780;NEXCARE MICROPORE 12.5 X 9.1MM [ 52 ];2440.0;37.76;4000;7790.0;0.0;0.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1022;7805070971334;NEXCARE MICROPORE 12.5MM.9.1CMS.C/PIEL [ 15561 ];2420.0;56.26;4500;7790.0;0.0;0.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1023;7805070400797;NEXCARE MICROPORE 25 X 9.1 M [ 13 ];4635.0;35.98;7500;7690.0;0.0;0.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1024;7805070971341;NEXCARE MICROPORE 25.9.1MM [ 13398 ];4110.0;32.9;6500;7690.0;0.0;0.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1025;7805070401114;NEXCARE MICROPORE 50 X 9.1 M [ 12715 ];4800.0;38.31;7900;14390.0;0.0;0.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1026;2649;NEXCARE MINI COMPRESA FRIO/CALOR [ 17594 ];5565.0;28.35;8500;14090.0;0.0;0.0;Si;;
3M CHILE S.A.;;1027;7805070024757;NEXCARE OPTICLUDE AD.5UN. [ 38941 ];2535.0;64.09;4950;5490.0;0.0;11.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1028;7805070971433;NEXCARE PARCHE IMP.TRANS.15UN. [ 15194 ];2500.0;44.54;4300;8390.0;0.0;0.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1029;7805070004698;NEXCARE PARCHE U.DELG.100UN. [ 17392 ];2540.0;31.01;3960;7190.0;0.0;0.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1030;7805070001727;NEXCARE PARCHE U.DELG.10UN. [ 15280 ];670.0;99.42;1590;3190.0;0.0;1.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1031;7805070006968;NEXCARE PARCHE U.DELG.40UN. [ 33370 ];1770.0;111.27;4450;5290.0;0.0;1.0;Si;;
3M CHILE S.A.;;1066;7805070024658;NEXCARE PZRCHE OCULAR X 14 UNID;8150.0;49.51;14500;12290.0;0.0;0.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1032;7805070972362;NEXCARE TAPONES OIDO C/CORDON [ 10381 ];2527.5;52.58;4590;6490.0;0.0;5.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1033;7805070972300;NEXCARE TAPONES OIDOS 4PARES [ 14569 ];2870.0;49.91;5120;6490.0;0.0;1.0;Si;;
3M CHILE S.A.;PRIMEROS AUXILIOS;1034;7805070400803;NEXCARE TRANSPORE 12.5MM.9.1MT. 524760 [ 12 ];2230.0;122.33;5900;6890.0;0.0;5.0;Si;;524760
3M CHILE S.A.;;1062;7805070400810;NEXCARE TRANSPORE 25MM 1M;3100.0;79.09;6500;9690.0;0.0;8.0;No;;
3M CHILE S.A.;ACCESORIOS ORTOPEDICOS;1035;129470;NEXCARE VENDA COBAN BRONCE 75MM.4,5MT. [ 12946 ];3090.0;90.1;6990;13690.0;0.0;0.0;Si;;
3M CHILE S.A.;;1043;7798027360025;PARCHE RECTANG ISIMED X 100 UNID          20230520 | 2026-05;1080.0;24.49;1600;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1036;7805300049338;RATANAX 100 GRS [ 49740 ];950.0;306.02;4590;0.0;0.0;0.0;Si;;
3M CHILE S.A.;;1061;7804656850490;RECOBERY TAPE SILICONA4CMX1.5M;3708.0;81.3;8000;0.0;0.0;7.0;No;;
3M CHILE S.A.;;1059;7800060171756;RULOXAN (RUPATADINA) 1MG/ML;8120.0;58.49;14900;0.0;0.0;2.0;No;RUPATADINA;
3M CHILE S.A.;;1037;77546333;SUTURA DE NYLON 2/0 [ 49399 ];712.0;134.87;1990;0.0;0.0;22.0;Si;;
3M CHILE S.A.;;1038;1021246;TRANSPORE 2.5MM.9.1MT. [ 54048 ];1324.16;118.94;3450;0.0;0.0;1.0;Si;;
ABBOTT NUTRICION;;2033;7800009001410;DUPHASTON 10 MG 20 COM;18880.0;20.18;27000;27090.0;0.0;1.0;Si;DIDROGESTERONA;
ABBOTT NUTRICION;;2032;8427030008004;ENSURE  ADVANCE FRUT - PLATANO 850 GR;19390.0;20.91;27900;0.0;0.0;0.0;Si;;
ABBOTT NUTRICION;LECHES NIÑOS;2000;8710428013705;ENSURE ADV FRUTILLA 850 GR;19300.0;18.45;27400;32390.0;0.0;1.0;Si;;
ABBOTT NUTRICION;;2035;8710428018588;ENSURE ADV LIQ CHOC 237 ML;1000.0;67.23;1990;0.0;0.0;0.0;No;;
ABBOTT NUTRICION;SUPLEMENTOS DIETARIOS;2007;8427030003528;ENSURE ADV VAINILLA 850 GR;19490.0;19.69;27400;32390.0;0.0;3.0;Si;;
ABBOTT NUTRICION;LECHES NIÑOS;2001;8427030006468;ENSURE ADV.PVO.CHOCO.850GR.  292712 [ 40281 ];19490.0;17.45;27400;32390.0;0.0;7.0;Si;;292712
ABBOTT NUTRICION;;2036;8427030009032;ENSURE ADVPVO CAFE 850 GR;19390.0;25.25;28900;0.0;0.0;0.0;No;;
ABBOTT NUTRICION;SUPLEMENTOS DIETARIOS;2008;5099864008074;ENSURE PVO.850GR CHOCOLATE   271925 [ 80 ];16990.0;22.48;24900;14990.0;0.0;12.0;Si;;271925
ABBOTT NUTRICION;SUPLEMENTOS DIETARIOS;2009;5099864008098;ENSURE PVO.850GR FRUTILLA    271926 [ 83 ];17390.0;20.24;24900;14990.0;0.0;1.0;Si;;271926
ABBOTT NUTRICION;SUPLEMENTOS DIETARIOS;2010;5099864008050;ENSURE PVO.850GR VAINILLA   271927 [ 81 ];16990.0;23.16;24900;10890.0;0.0;2.0;Si;;271927
ABBOTT NUTRICION;;2011;8886451001375;GLUCERNA SR.PVO.VAINI.900    293848 [ 39138 ];20140.0;24.34;29800;31990.0;0.0;2.0;Si;;293848
ABBOTT NUTRICION;;2031;7501033956768;PEDIALYTE 60 MANZANA 500 ML;3170.0;50.04;5660;5590.0;0.0;0.0;Si;;
ABBOTT NUTRICION;;2034;8886451011701;PEDIASUR COMPL.PVO VAINILLA 850GR;17827.0;11.39;22900;0.0;0.0;1.0;No;;
ABBOTT NUTRICION;;2037;8886451011022;PEDIASURE 10+ PVO VAINI 850 GR;17350.0;13.82;23500;0.0;0.0;0.0;No;;
ABBOTT NUTRICION;;2012;8710428020680;PEDIASURE COMPL NUT LIQ VAINILLA 220 ML [ 54412 ];1223.0;44.29;2100;0.0;0.0;0.0;Si;;
ABBOTT NUTRICION;OTROS ALIMENTOS;2013;8710428020406;PEDIASURE COMPL.900GR.CHOCOLATE 260919 [ 25591 ];17290.0;22.4;23900;27990.0;0.0;5.0;Si;;260919
ABBOTT NUTRICION;OTROS ALIMENTOS;2014;8886451018120;PEDIASURE COMPL.900GR.FRUTILLA 266035 [ 38134 ];16674.0;14.19;22900;27990.0;0.0;1.0;Si;;266035
ABBOTT NUTRICION;OTROS ALIMENTOS;2015;8710428020390;PEDIASURE COMPL.900GR.VAINILLA  266034 [ 25607 ];15440.0;17.66;22900;27990.0;0.0;7.0;Si;;266034
ABBOTT NUTRICION;;2016;7502253072313;PROMISE PE GOLD PVO.900GR [ 40138 ];7000.0;68.07;14000;20890.0;0.0;0.0;Si;;
ABBOTT NUTRICION;;2017;5099864016567;SIMILAC 1 5 HMO PVO 800 GR [ 54417 ];16620.0;50.98;29860;0.0;0.0;0.0;Si;;
ABBOTT NUTRICION;;2018;5099864016604;SIMILAC 2 800 GRS  545921 [ 54195 ];15380.0;32.82;24700;0.0;0.0;0.0;Si;;545921
ABBOTT NUTRICION;;2030;7800009910668;SIMILAC 3 PVO 350 X 4 SACH;26140.0;49.76;39190;43690.0;0.0;0.0;Si;;
ABBOTT NUTRICION;;2019;5099864016628;SIMILAC 3 PVO 800 GR [ 53816 ];16550.0;35.01;26590;0.0;0.0;0.0;Si;;
ABBOTT NUTRICION;LECHES NIÑOS;2020;5099864006162;SIMILAC 3 PVO VAINILL 900GR [ 31946 ];9035.0;25.56;13500;21490.0;0.0;0.0;Si;;
ABBOTT NUTRICION;;2021;7703186029294;SIMILAC ALIMENTUM 400 GR [ 50735 ];14360.0;0.65;17200;31990.0;0.0;0.0;Si;;
ABBOTT NUTRICION;LECHES NI?OS;2022;7460088734304;SIMILAC MAMA 400GR [ 41359 ];5287.0;26.36;7950;12390.0;0.0;0.0;Si;;
ABBOTT NUTRICION;;2023;8427030008073;SIMILAC NEOSURE 370G [ 42175 ];8312.0;10.2;10900;0.0;0.0;0.0;Si;;
ABBOTT NUTRICION;LECHES NIÑOS;2024;8427030003207;SIMILAC SENSITIVE 375 G [ 52379 ];6500.0;67.94;12990;19190.0;0.0;0.0;Si;;
ABBOTT NUTRICION;LECHES NIÑOS;2025;7800009910705;SIMILAC T.COMF.1&2 4X350G [ 45698 ];27920.0;26.38;41990;49990.0;0.0;0.0;Si;;
ABBOTT NUTRICION;LECHES NIÑOS;2026;7501033957864;SIMILAC TOT.COMFORT 3 820G  264126 [ 44536 ];16960.0;28.51;25690;30990.0;0.0;0.0;Si;;264126
ABBOTT NUTRICION;LECHES NIÑOS;2027;7501033957390;SIMILAC TOT.COMFORT 820GR  264126 [ 33085 ];22173.0;12.96;29800;32590.0;0.0;0.0;Si;;264126
ABBOTT NUTRICION;LECHES NIÑOS;2028;5099864006094;SIMILAC-1 EYE-Q PLUS 900GR [ 16823 ];16631.0;21.27;24000;23990.0;0.0;0.0;Si;;
ABBOTT NUTRICION;LECHES NIÑOS;2029;5099864006117;SIMILAC-2 EYE-Q PLUS 900GR [ 16775 ];12547.0;25.24;18700;18290.0;0.0;0.0;Si;;
ACCESORIOS ORTOPEDIA;;312001;4987067141005;VANTELIN MUÑEQUERA M;7895.0;50.08;14100;0.0;0.0;1.0;No;;
ACCESORIOS ORTOPEDIA;;312002;4987067923304;VANTELIN RODILLERA L;7895.0;50.08;14100;0.0;0.0;0.0;No;;
ACCESORIOS ORTOPEDIA;;312003;4987067923205;VANTELIN RODILLERA M;7895.0;50.08;14100;0.0;0.0;0.0;No;;
AGROVETERINARIA;;3000;7502010422627;ALLERCALM VIRBAC 250ML SHAMPOO [ 52184 ];12055.0;53.36;22000;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3001;7502010422634;ALLERMYL GLYCO SHAMPOO 250ML [ 52183 ];10555.0;42.91;17950;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3002;850006715312;CHURU  POLLO Y ATUN  GATO UNIDAD [ 54631 ];432.0;65.34;850;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3003;855958006662;CHURU ATUN SALMON (ROSADO) 4 SOBRES [ 52174 ];1891.76;19.48;2690;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3004;850006715756;CHURU CAT ATUN (AZUL) 4 SOBRES [ 52171 ];1930.0;60.23;3680;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3005;850006715787;CHURU CAT ATUN OSTION (CELESTE) 4 SOBR [ 52172 ];1765.0;75.21;3680;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3006;855958006563;CHURU CAT ATUN POLLO (VERDE) 4 SOBRES [ 52173 ];1420.0;47.35;2490;0.0;0.0;1.0;Si;;
AGROVETERINARIA;;3007;855958006686;CHURU CAT CAMARON POLLO (MORADO) 4 SOBR [ 52176 ];1158.75;80.54;2490;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3008;850006715763;CHURU CAT POLLO (NARANJO) 4 SOBRES [ 52175 ];1930.0;60.23;3680;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3009;850006715794;CHURU CAT POLLO CON OSTIONES (VERDE CLARO) [ 53349 ];1930.0;60.23;3680;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3010;855958006679;CHURU CAT POLLO CON QUESO (AMARILLO) [ 53351 ];1420.0;47.35;2490;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3011;855958006693;CHURU CAT POLLO Y CANGREJO (TURQUESA) [ 53350 ];1333.64;56.85;2490;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3012;850006715275;CHURU NOURISH POLLO Y ATUN UNIDAD [ 54633 ];432.0;65.34;850;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3013;8414042005473;DA-FORTE 20ML GEL ORAL OPKO [ 52187 ];4500.0;21.38;6500;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3014;7804610650272;DIAZINON LIQ. 50ML. [ 23932 ];7035.0;42.86;11960;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3015;5703188004475;JERINGA VET 1.2X35MM 18G X1/3/8  [ 51781 ];185.0;127.12;500;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3016;12312;LACTADIET GATO GATITO Y HURON SBR 7.5 GR [ 52179 ];350.0;41.66;590;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3017;124578;LACTADIET PERROS Y CONEJOS SBR 7.5GR [ 52178 ];350.0;41.66;590;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3018;7502010426854;NUTRIBOUND GATOS 150ML ORAL [ 52180 ];8303.0;50.8;14900;0.0;0.0;3.0;Si;;
AGROVETERINARIA;;3019;7502010426861;NUTRIBOUND PERRO 150ML ORAL [ 52181 ];8321.07;50.47;14900;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3020;7502010422665;SEBOCALM VIRBAC 250ML SHAMPOO [ 52182 ];10555.0;50.47;18900;0.0;0.0;1.0;Si;;
AGROVETERINARIA;;3021;7804650311140;SIMPARICA 20MG 5-10K X1COMP [ 50039 ];4890.0;53.8;8950;0.0;0.0;6.0;Si;;
AGROVETERINARIA;;3022;7804650311157;SIMPARICA 40MG  10-20KG X1 COMP [ 50041 ];5470.0;51.32;9850;0.0;0.0;1.0;Si;;
AGROVETERINARIA;;3023;7805505009311;TRAPER SPRAY OUTDOOR 250ML REPELENTE PULGAS [ 52185 ];2444.0;37.19;3990;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3024;7805505009274;TRAPER TOALLAS HUMEDASX60 [ 50030 ];1333.0;56.97;2490;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3025;7804650311386;VACUNA VANGUARD SEXTUPLE CANINA [ 13465 ];2308.6;63.8;4500;0.0;0.0;0.0;Si;;
AGROVETERINARIA;;3026;8414042005466;VETGASTRIL 20ML OPKO GEL ORAL [ 52186 ];8364.0;40.56;13990;0.0;0.0;0.0;Si;;
AJUSTE IF;;4000;7754754000023;ALGODON HIDROFILO 25GR [ 52931 ];295.0;96.55;690;0.0;0.0;0.0;Si;;
AJUSTE IF;;4030;7804969109124;AUBE QUITA ESMALTE HIERBAS 110 ML;1695.0;29.89;2620;0.0;0.0;1.0;No;;
AJUSTE IF;;4031;7804969109131;AUBE QUITA ESMALTE LIMON 110 ML;1695.0;29.89;2620;0.0;0.0;1.0;No;;
AJUSTE IF;;4001;719346618717;AZZARO CHROME UNITED 30 ML [ 52936 ];11990.0;39.47;19900;0.0;0.0;0.0;Si;;
AJUSTE IF;;4002;52949;BABERO COLORES PLASTICO [ 52949 ];2000.0;47.06;3500;0.0;0.0;1.0;Si;;
AJUSTE IF;;4003;715387780215;BENETTON SPORT DAMA [ 52950 ];6990.0;53.88;12800;0.0;0.0;0.0;Si;;
AJUSTE IF;;4004;715387780222;BENETTON SPORT VARON 50 ML [ 52951 ];6990.0;41.86;11800;0.0;0.0;0.0;Si;;
AJUSTE IF;;4005;3331432180037;CAFE CAFE 100 ML DAMA [ 52952 ];5000.0;67.23;9950;0.0;0.0;0.0;Si;;
AJUSTE IF;;4006;3614228976886;CK ONE COLLECTORS EDI 100 ML [ 52938 ];20990.0;42.89;35690;0.0;0.0;0.0;Si;;
AJUSTE IF;;4007;3614227546264;CK ONE SUMMER 100 ML [ 52937 ];16990.0;46.9;29700;0.0;0.0;0.0;Si;;
AJUSTE IF;;4008;7804609253552;CREATINA ADV 1000 GR FRUT [ 51877 ];13630.0;63.38;26500;0.0;0.0;0.0;Si;;
AJUSTE IF;;4024;851228000835;DDROPS VITAMINA D 400 UI 2.5 ML;15257.0;40.01;25420;0.0;0.0;1.0;No;;
AJUSTE IF;;4009;88300178315;EUPHORIA MEN  50 ML [ 52935 ];22590.0;44.71;38900;0.0;0.0;0.0;Si;;
AJUSTE IF;;4010;3607342734425;GETB READY ADIDAS [ 50207 ];5390.0;47.33;9450;0.0;0.0;0.0;Si;;
AJUSTE IF;;4011;737186533786;LOVEMAR BEBE SOL SP 50 ML [ 54391 ];8371.0;19.46;11900;0.0;0.0;0.0;Si;;
AJUSTE IF;;4012;737186533793;LOVEMAR INFANTIL SOL SP 50 ML [ 54392 ];8371.0;19.96;11950;0.0;0.0;0.0;Si;;
AJUSTE IF;;4013;737186533816;LOVEMAR U/DIARIO SOL SP 100 ML [ 54393 ];11116.0;19.97;15870;0.0;0.0;0.0;Si;;
AJUSTE IF;;4014;3412242508027;NAUTICA BLUE 100ML [ 52933 ];11591.05;42.82;19700;0.0;0.0;0.0;Si;;
AJUSTE IF;;4015;3614223930722;NAUTICA BLUE SAIL 100ML [ 52932 ];10900.0;51.88;19700;0.0;0.0;0.0;Si;;
AJUSTE IF;;4016;3607343195508;NAUTICA LIFE [ 52934 ];10890.0;38.82;17990;0.0;0.0;0.0;Si;;
AJUSTE IF;;4017;73796801915;NEBULIZADOR DE COMPREDOR [ 53945 ];37990.0;39.33;62990;0.0;0.0;0.0;Si;;
AJUSTE IF;;4046;737186534042;NEBULIZADOR PORTATIL NIÑOS Y ADULTOS;27090.0;31.84;38500;0.0;0.0;2.0;No;;
AJUSTE IF;;4045;7804969129207;PREACE TALCO PIES 200 GR;2625.0;29.97;4060;0.0;0.0;1.0;No;;
AJUSTE IF;;4036;7804969151086;PREFACE  CR MANOS PARAFINA UREA 100 GR;1810.0;30.0;2800;0.0;0.0;1.0;No;;
AJUSTE IF;;4035;7804969151208;PREFACE  CR MANOS PARAFINA UREA 50 GR;1115.0;31.89;1750;0.0;0.0;1.0;No;;
AJUSTE IF;;4037;7804969151154;PREFACE  CR PIES HUMECTANTE 50 GR;1075.0;29.76;1660;0.0;0.0;0.0;No;;
AJUSTE IF;;4032;7804969174252;PREFACE BALS LAB MANTECA DE CACACO COCO;2265.0;29.85;3500;0.0;0.0;0.0;No;;
AJUSTE IF;;4033;780496917276;PREFACE BALS LAB MANTECA DE CACACO MENTA;2265.0;29.85;3500;0.0;0.0;3.0;No;;
AJUSTE IF;;4034;7804969124967;PREFACE CR ACIDA PH 4.5 220 ML;4080.0;29.96;6310;0.0;0.0;2.0;No;;
AJUSTE IF;;4038;7804969171459;PREFACE KIDS BOY DES ROLL ON ACTIVE 75 GR;2555.0;29.91;3950;0.0;0.0;0.0;No;;
AJUSTE IF;;4039;7804969171534;PREFACE KIDS BOY DES ROLL ON EXTREME  75 GR;2555.0;29.91;3950;0.0;0.0;0.0;No;;
AJUSTE IF;;4041;7804969171527;PREFACE KIDS GIRL  DES ROLL ON SWEET STRANWERRY 75 GR;2555.0;29.91;3950;0.0;0.0;0.0;No;;
AJUSTE IF;;4040;7804969171473;PREFACE KIDS GIRL DES ROLL ON LOVE MAGIC 75 GR;2555.0;29.91;3950;0.0;0.0;0.0;No;;
AJUSTE IF;;4044;7804969116054;PREFACE MUJER  TALCO PIES COBRE 200 GR;3060.0;29.9;4730;0.0;0.0;0.0;No;;
AJUSTE IF;;4043;7804969109070;PREFACE QUITA ESMALTE PETALOS DE ROSA 75 ML;1695.0;29.89;2620;0.0;0.0;0.0;No;;
AJUSTE IF;;4042;7804969116009;PREFACE TALCO PIES COBRE 200 GR;3060.0;29.9;4730;0.0;0.0;0.0;No;;
AJUSTE IF;;4027;5411834091228;PREVENTOR CLASSIC SENS X 12;1460.0;179.15;4850;0.0;0.0;10.0;No;;
AJUSTE IF;;4028;5411834923451;PREVENTOR DOTTED X12;1790.0;127.69;4850;0.0;0.0;8.0;No;;
AJUSTE IF;;4029;5411834087627;PREVENTOR RIBBED X 12;1790.0;127.69;4850;0.0;0.0;7.0;No;;
AJUSTE IF;;4018;9780202012124;RECARDIO 20 CAP [ 50493 ];18000.0;77.4;38000;0.0;0.0;0.0;Si;;
AJUSTE IF;;4019;810071800818;RESPIRA MEJOR PIEL MORMAL TIR 10 [ 54574 ];4320.0;40.06;7200;0.0;0.0;0.0;Si;;
AJUSTE IF;;4020;810071800825;RESPIRA MEJOR PIEL SENCIBLE TIR 10 [ 54573 ];2002.0;72.1;4100;0.0;0.0;0.0;Si;;
AJUSTE IF;;4047;765066762582;TENSIOMETRO BRAZO;13770.0;39.07;22800;0.0;0.0;1.0;No;;
AJUSTE IF;;4025;6936983119115;TEST COVID ANTIGEN;4265.0;49.94;7610;0.0;0.0;0.0;No;;
AJUSTE IF;;4021;4021;VERRUGAS OFF [ 50303 ];14550.0;64.6;28500;0.0;0.0;0.0;Si;;
