LAB;GRUPO;CODIGO;CODBARRA;DETALLE;COSTO;MARGEN;PRECIO;PCADENA;POFERTA;STOCK;DESCUENTO;PRINCIPIO_ACTIVO;CV_SKU
CMPC TISSUE;;46035;7500435157537;PAMPERS SPLASHERS G-XG 10;3990.0;23.42;5860;0.0;0.0;0.0;Si;;
CMPC TISSUE;PAÑALES INFANTIL;46032;7806500773610;PA¥AL ADULTO COTIDIAN  CLASICO G 8 UND [ 49377 ];2649.0;34.82;4250;4890.0;0.0;0.0;Si;;
CMPC TISSUE;;46033;7806500773429;PA¥AL ADULTO COTIDIAN CLASICO M X8 [ 49379 ];2649.0;34.82;4250;4890.0;0.0;0.0;Si;;
CMPC TISSUE;;46045;7809536102454;SUAVECITO PAÑUELOS 10 UNID X 12 PAQ;1590.0;54.85;2930;0.0;0.0;0.0;No;;
COCACOLA COMPANY;BEBIDAS;47000;7802820600100;AGUA MINERAL VITAL 600CC GAS [ 40876 ];634.81;32.38;1000;1490.0;0.0;18.0;Si;;
COCACOLA COMPANY;;47001;47001;BLUE RASPBERRY 625 ML [ 54310 ];1265.0;52.79;2300;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47002;7804658110059;BOIKE AGUA MIN.C/GAS 500M [ 46624 ];340.0;89.37;800;1090.0;0.0;25.0;Si;;
COCACOLA COMPANY;;47003;7804658110004;BOIKE SIN GAS 500 ML [ 53566 ];340.0;88.31;800;1090.0;0.0;23.0;Si;;
COCACOLA COMPANY;;47071;7801620009656;CACHANTUN CITRUS 600 ML;740.61;36.16;1200;0.0;0.0;5.0;Si;;
COCACOLA COMPANY;;47081;7801620009694;CACHANTUN CON GAS 600 ML;687.71;46.63;1200;0.0;0.0;21.0;No;;
COCACOLA COMPANY;;47004;7801620009571;CACHANTUN MANZANA 600 ML [ 53038 ];740.61;44.06;1200;0.0;0.0;4.0;Si;;
COCACOLA COMPANY;BEBIDAS;47005;7801620005856;CACHANTUN MAS GRANADA [ 38499 ];740.61;36.16;1200;1290.0;0.0;3.0;Si;;
COCACOLA COMPANY;BEBIDAS;47006;780162;CACHANTUN MAS MANZANA 500ML [ 30134 ];580.0;43.44;990;1290.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47007;7801620008321;CACHANTUN MAS PI¥A S/G500 [ 46272 ];583.0;13.87;790;1290.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47008;7801620009588;CACHANTUN PERA 600 ML [ 53040 ];740.61;44.06;1200;0.0;0.0;9.0;Si;;
COCACOLA COMPANY;;47009;7801620009649;CACHANTUN PI¥A 600 ML [ 53039 ];772.5;30.12;1200;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;BEBIDAS;47010;7801620004057;CANADA DRY LIGHT 500ML [ 46267 ];560.0;48.56;990;1210.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47083;7801610000571;COCA COLA 591  ML;1085.51;24.18;1590;0.0;0.0;4.0;No;;
COCACOLA COMPANY;BEBIDAS;47011;7801610001196;COCA COLA LATA 350CC [ 34028 ];740.61;47.51;1300;1290.0;0.0;0.0;Si;;
COCACOLA COMPANY;BEBIDAS;47012;7801610000595;COCA COLA LIGHT 591CC [ 34831 ];1019.7;31.9;1590;1590.0;0.0;0.0;Si;;
COCACOLA COMPANY;BEBIDAS;47013;7801610022122;COCA COLA LIGHT LATA 350CC [ 34029 ];740.61;47.51;1300;0.0;0.0;2.0;Si;;
COCACOLA COMPANY;BEBIDAS;47014;7801610000601;COCA COLA ZERO 591CC [ 33137 ];1085.51;24.18;1590;1590.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47015;7502268541675;ELECTROLIT  FRUTILLA KIWI 625 ML [ 54309 ];1250.0;67.05;2290;0.0;0.0;23.0;Si;;
COCACOLA COMPANY;;47016;7502268549794;ELECTROLIT BLUE RASPBERRY 625 ML [ 54311 ];1121.67;60.36;2290;0.0;0.0;17.0;Si;;
COCACOLA COMPANY;;47017;7502268541644;ELECTROLIT FRUTILLA [ 54638 ];1121.67;63.92;2290;0.0;0.0;18.0;Si;;
COCACOLA COMPANY;;47076;7502268549305;ELECTROLIT MARACUYA 625;1121.67;62.12;2290;0.0;0.0;14.0;No;;
COCACOLA COMPANY;;47018;7502268541668;ELECTROLIT NARANJA 625 ML [ 54307 ];1250.0;54.69;2290;0.0;0.0;19.0;Si;;
COCACOLA COMPANY;;47019;7502268541651;ELECTROLIT UVA 625 ML [ 54308 ];1250.0;52.36;2290;0.0;0.0;12.0;Si;;
COCACOLA COMPANY;;47078;7503041640950;ELECTROLIT ZERO B.RASP;1250.0;53.95;2290;0.0;0.0;0.0;No;;
COCACOLA COMPANY;;47079;7502268548582;ELECTROLIT ZERO LIMON;1000.0;92.44;2290;0.0;0.0;8.0;No;;
COCACOLA COMPANY;;47080;7502268548575;ELECTROLIT ZERO P. FRUTAS;1000.0;92.44;2290;0.0;0.0;1.0;No;;
COCACOLA COMPANY;;47020;7800004003426;ENRDAY SHOT ENERGTICO 60 ML [ 50341 ];890.0;55.79;1650;0.0;0.0;3.0;Si;;
COCACOLA COMPANY;BEBIDAS;47021;121514;FANTA LATA 350ML [ 34027 ];450.0;66.2;890;1290.0;0.0;0.0;Si;;
COCACOLA COMPANY;BEBIDAS;47022;7801620002961;GATORADE COOL BLUE 500ML. [ 30123 ];690.0;44.93;1190;1330.0;0.0;0.0;Si;;
COCACOLA COMPANY;BEBIDAS;47023;7702192422013;GATORADE FRUTAS TROP 500ML [ 22667 ];690.0;44.93;1190;1330.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47024;7801620005184;GATORADE FRUTAS TROP.750ML. [ 30125 ];1414.45;33.08;2240;2090.0;0.0;0.0;Si;;
COCACOLA COMPANY;BEBIDAS;47025;7801620002671;GATORADE LIMA/LIMON 500ML. [ 30121 ];690.0;44.93;1190;1330.0;0.0;0.0;Si;;
COCACOLA COMPANY;BEBIDAS;47026;7801620002657;GATORADE NARANJA 500ML [ 22666 ];690.0;44.93;1190;1330.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47027;7801620009267;GATORADE UVA 750 ML [ 52558 ];990.0;43.45;1690;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47028;7805633017509;GOWELL ALOE GRANADA 500ML [ 48220 ];600.0;94.68;1390;1890.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47073;7801620010478;MANANTIAL GASIFICADA 600 ML;550.0;51.26;990;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47074;7801620010485;MANANTIAN SIN GAS 600 ML;550.0;51.26;990;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47029;70847009511;MONSTER ENEGY 473ML [ 49579 ];1254.98;19.86;1790;2090.0;0.0;1.0;Si;;
COCACOLA COMPANY;;47030;70847033219;MONSTER ENERGY ABSL.ZERO [ 49578 ];1050.0;51.26;1890;2090.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47031;70847035800;MONSTER ENERGY MANGO LOCO;1072.0;40.32;1790;2090.0;0.0;30.0;Si;;
COCACOLA COMPANY;;47032;70847021964;MONSTER ENERGY ULTRA [ 49580 ];1110.91;35.4;1790;0.0;0.0;6.0;Si;;
COCACOLA COMPANY;;47085;7798422620137;MONSTER ENERGY ZERO SUGAR 473ML;1239.02;26.72;1790;0.0;0.0;0.0;No;;
COCACOLA COMPANY;;47033;70847009559;MONSTER JUICE RIPPER 473 ML [ 49676 ];1075.0;39.93;1790;2090.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47034;70847890331;MONSTER ULT WATERMELOM [ 54306 ];1000.0;63.87;1950;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47077;70847031406;MONSTER ULTRA GOLD 475 ML;960.0;61.94;1850;0.0;0.0;0.0;No;;
COCACOLA COMPANY;;47035;70847035206;MONSTER ULTRA PARADISE SIN AZUCAR [ 49677 ];1110.91;35.4;1790;2090.0;0.0;5.0;Si;;
COCACOLA COMPANY;;47036;9120033164782;MR BIG 250 ML [ 50715 ];600.0;80.67;1290;1390.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47037;9120033164799;MR BIG BEB.ENERG.500ML [ 49137 ];750.0;68.07;1500;1590.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47038;884394006424;OKF ALOE/DRINK VERA MANGO 500ML [ 53672 ];1187.01;54.19;2000;2190.0;0.0;7.0;Si;;
COCACOLA COMPANY;;47039;884394002518;OKF BEB.A/DR.VERA 500ML [ 35771 ];1190.0;41.23;2000;2190.0;0.0;1.0;Si;;
COCACOLA COMPANY;;47040;884394006448;OKF BEB.A/DR.VERA GRAN500 [ 43290 ];1187.01;41.59;2000;2190.0;0.0;5.0;Si;;
COCACOLA COMPANY;;47041;884394006486;OKF BEB.A/DR.VERA PI¥A 500ML [ 35769 ];1091.4;53.99;2000;2190.0;0.0;12.0;Si;;
COCACOLA COMPANY;;47042;884394006974;OKF BEB.COCO P/PREM.500ML [ 35772 ];1187.01;41.59;2000;2190.0;0.0;2.0;Si;;
COCACOLA COMPANY;;47043;884394007872;OKF RED SMOOTHIE 500ML [ 43291 ];570.0;76.91;1200;2690.0;0.0;0.0;Si;;
COCACOLA COMPANY;BEBIDAS;47044;7802820701012;POWER ADE 600 ML ROJO [ 49675 ];545.0;98.91;1290;1290.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47045;7805633015918;POWER SHOT LIMON S/AZ.60M [ 48162 ];500.0;83.19;1090;1390.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47046;7805633015949;POWER SHOT NARAN.S/AZ.59M [ 48165 ];500.0;83.19;1090;1390.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47047;7805633015932;POWER SHOT PI¥A S/AZ.60ML [ 48164 ];500.0;83.19;1090;1390.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47070;737186533946;RECUPER KIDS ALGO;903.0;153.12;2720;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47069;737186533953;RECUPER TROPICAL;903.0;153.12;2720;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47048;737186533861;RECUPPER SABOR ARANDANO / POMELO 473 ML [ 54313 ];903.0;132.65;2500;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47049;737186533892;RECUPPER SABOR LIMON DE PICA 473 ML [ 54315 ];1759.0;77.72;3720;0.0;0.0;1.0;Si;;
COCACOLA COMPANY;;47050;737186533885;RECUPPER SABOR NARANJA 473 ML [ 54314 ];903.0;132.65;2500;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47051;737186533915;RECUPPER SABOR PI¥A 473 ML [ 54312 ];903.0;132.65;2500;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47072;9002490235468;RED BULL 355 CC;1400.0;35.34;2200;2690.0;0.0;0.0;Si;;
COCACOLA COMPANY;BEBIDAS;47052;9002490214852;RED BULL BEB.ENERG.S/AZUCAR 250ML [ 27169 ];1085.51;56.06;1950;2090.0;0.0;0.0;Si;;
COCACOLA COMPANY;BEBIDAS;47053;9002490100070;RED BULL BEB.ENERGI.250ML [ 13362 ];1085.51;57.87;1950;2090.0;0.0;0.0;Si;;
COCACOLA COMPANY;BEBIDAS;47054;900249;RED BULL BEB.ENERGY DRINK 355ML [ 32364 ];1400.0;32.05;2200;2690.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47055;9002490238841;RED BULL ENERGY DRINK 473 ML [ 53778 ];1600.0;46.53;2790;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47056;90446849;RED BULL RED SANDIA 250 ML [ 52142 ];933.25;48.61;1650;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47057;90446245;RED BULL SUMMER ACAI 250 MK [ 54305 ];1085.51;50.96;1950;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47058;90424496;RED BULL YELLOW BEB.250ML [ 41928 ];1085.51;50.89;1950;2090.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47059;70847027447;REIG MELON MANIA 473 ML [ 52988 ];1250.0;33.78;1990;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47060;70847027423;REIG ORANGE LEMON 473ML [ 53160 ];780.0;114.39;1990;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47061;70847027423;REIGN LIMON HDZ [ 52990 ];1250.0;33.78;1990;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47062;70847027461;REIGN ORANGE 473 ML [ 52989 ];1250.0;33.78;1990;0.0;0.0;0.0;Si;;
COCACOLA COMPANY;;47086;7801610005194;SPRITE LIMA LIMON 350 ML;740.61;47.51;1300;1290.0;0.0;3.0;No;;
COCACOLA COMPANY;;47084;7804651936076;SUEROX 8 IONES ARANDANO POMELO 1 LT;2358.7;24.68;3500;0.0;0.0;0.0;No;;
COCACOLA COMPANY;;47063;7804651931903;SUEROX 8 IONES ARANDANO POMELO 630 ML 540352 [ 50242 ];1000.0;79.15;2650;0.0;0.0;22.0;Si;;540352
COCACOLA COMPANY;;47064;7804651931934;SUEROX 8 IONES FRUTILLA KIWI 630ML [ 50243 ];1000.0;122.69;2650;0.0;0.0;27.0;Si;;
COCACOLA COMPANY;;47065;7804651935581;SUEROX 8 IONES LIMàN DE PICA 630 ML [ 52865 ];1000.0;122.69;2650;0.0;0.0;17.0;Si;;
COCACOLA COMPANY;;47066;7804651931927;SUEROX 8 IONES MANZANA 630 ML 540355 [ 50244 ];1000.0;122.69;2650;0.0;0.0;25.0;Si;;540355
COCACOLA COMPANY;;47067;7804651931910;SUEROX 8 IONES NARANJA 630 ML 540353 [ 50769 ];1000.0;122.69;2650;0.0;0.0;22.0;Si;;540353
COCACOLA COMPANY;;47068;7804651935574;SUEROX 8 IONES PI¥A [ 52866 ];1000.0;122.69;2650;0.0;0.0;14.0;Si;;
COCACOLA COMPANY;;47075;7804651938094;SUEROX FRUTOS ROJOS 630 ML;1000.0;122.69;2650;0.0;0.0;20.0;No;;
COCACOLA COMPANY;;47082;7804651937806;SUEROX MANGO DURAZNO;1000.0;122.69;2650;0.0;0.0;23.0;No;;
COESAM LTDA.;;48000;7804952100015;ACEITE ROSA MOSQ 15ML (COESAM) [ 5278 ];3390.0;35.1;5450;4990.0;0.0;0.0;Si;;
COLAGENOS;;49002;7804651937509;X RAY COLAG HID SACHET 30 SOBRES SABOR PIÑA;17890.0;30.02;27680;0.0;0.0;0.0;No;;
COLAGENOS;;49003;7804651937493;X RAY COLAGENO 30 CAPS;9470.0;36.65;15400;0.0;0.0;0.0;No;;
COLAGENOS;;49000;7804651932474;X RAY COLAGENO 321G [ 49548 ];20390.0;15.36;27990;0.0;0.0;0.0;Si;;
COLAGENOS;;49001;7804651932481;X RAY COLAGENO 60COMPIMIDOS [ 49549 ];18190.0;34.99;29220;0.0;0.0;1.0;Si;;
COLGATE-PALMOLIVE;;50094;7891024073001;COLG CEP DENT LIGA JUST 6+ EXT SUAVE X2;2760.0;48.89;4890;3790.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50095;7509546068558;COLG CEP DENT MINIONS 6+ EXT SUAVE X 2;2390.0;89.52;5390;5690.0;0.0;19.0;Si;;
COLGATE-PALMOLIVE;;50096;7891024179925;COLG ENJ BUCAL PERIOGARD S/ALC. X 250 ML;4035.0;48.91;7150;9690.0;0.0;1.0;Si;;
COLGATE-PALMOLIVE;;50000;7891024043530;COLG PAST LIGA JUSTICIA X90GR [ 53156 ];2255.0;36.02;3650;0.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50097;7891024134429;COLG PASTA DENT SENS WHITENING 100 GR;2125.0;49.09;3770;3790.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50111;7509546055152;COLGATE 360 WHITE 360 X2;2147.0;29.94;3320;6590.0;0.0;0.0;No;;
COLGATE-PALMOLIVE;;50093;7509546070285;COLGATE CEP DENT BARBIE 6+ AÑOS X 2 UNID;3220.0;50.06;5750;5690.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50113;7509546694986;COLGATE CEP PRO CARBON SUAVE X2;2250.0;44.56;3850;0.0;0.0;10.0;No;;
COLGATE-PALMOLIVE;;50112;7891024035825;COLGATE CEP PRO CUI X 4;3479.0;40.1;5800;5990.0;0.0;0.0;No;;
COLGATE-PALMOLIVE;;50109;7891024316191;COLGATE CEP TWS 360 2X1;2830.0;61.24;5430;6590.0;0.0;0.0;No;;
COLGATE-PALMOLIVE;;50100;7509546065465;COLGATE CEP.360BLACK M2X1;2370.0;36.51;3850;6590.0;0.0;11.0;Si;;
COLGATE-PALMOLIVE;;50001;7891024078167;COLGATE CEP.BAMBOO SUAV.1 [ 48729 ];2560.0;42.79;4350;5790.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50002;7702010630293;COLGATE CEP.PREMIER ULTRA KIDS [ 10434 ];555.0;49.9;990;0.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50003;6910021007206;COLGATE CEP.PREMIER ULTRA MEDIO [ 14086 ];390.0;83.15;850;0.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50004;7509546061689;COLGATE CEP.SLIM.BLACK.SX2 [ 33283 ];2890.0;43.21;4990;7190.0;0.0;15.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50005;7501083017793;COLGATE CEP.SLIM.SUAVEX2 [ 33176 ];1050.0;115.29;2690;7190.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50006;1007333;COLGATE CEP.SMILE 2-5 BOB/BARBIE [ 12364 ];2782.0;46.5;4850;4990.0;0.0;1.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50007;7702010631207;COLGATE CEP.TRI.AC.2X1 ME [ 44905 ];1570.0;44.52;2700;3690.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50008;7702010048388;COLGATE CEP.TWISTER 2UN.MED [ 14087 ];1490.0;68.63;2990;3290.0;0.0;14.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50009;7702010130243;COLGATE CEP.TWISTER.2SUA. [ 14088 ];1490.0;68.63;2990;3290.0;0.0;15.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50010;7509546008370;COLGATE CEP.ZIG-ZAG 2UN.MED. [ 29141 ];1250.0;54.62;2300;2590.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50120;7891024028841;COLGATE CLEAN MINT 1000ML;5010.0;33.85;7980;12090.0;0.0;4.0;Si;;
COLGATE-PALMOLIVE;PASTA DENTALES;50011;7509546003122;COLGATE CR DENTAL BARBIE 100G [ 13109 ];1850.0;95.32;4300;4890.0;0.0;3.0;Si;;
COLGATE-PALMOLIVE;PASTA DENTALES;50012;7509546009179;COLGATE CR DENTAL MAX/PROT/ANT 108,8 GR [ 12432 ];831.93;82.24;1800;1090.0;0.0;6.0;Si;;
COLGATE-PALMOLIVE;;50123;7891024134702;COLGATE CR DENTAL MAXIMA PROTECCION 90 GR;664.0;39.21;1100;0.0;0.0;10.0;Si;;
COLGATE-PALMOLIVE;PASTA DENTALES;50013;99176480310;COLGATE CR TOTAL12 97,5 GRS. CLEAN MINT [ 26377 ];2095.0;54.76;3490;3990.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;PASTA DENTALES;50014;7891024123027;COLGATE CR.LUMINOUS WHITE 90GR 265496 [ 38043 ];1590.0;57.6;2950;5090.0;0.0;13.0;Si;;265496
COLGATE-PALMOLIVE;;50015;7509546065823;COLGATE CR.MAX WHITE COM.CLEAN 75ML.3UN. [ 35972 ];1500.0;96.08;3500;6090.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50016;7501035911376;COLGATE CR.TOTAL12 CLEAN MINT 192GR. [ 40461 ];3499.0;40.02;5830;6390.0;0.0;1.0;Si;;
COLGATE-PALMOLIVE;PASTA DENTALES;50017;7891024131909;COLGATE CR.TRI.ACCION 50GR [ 25042 ];440.0;108.22;840;0.0;0.0;1.0;Si;;
COLGATE-PALMOLIVE;PASTA DENTALES;50018;7804925856031;COLGATE CR.TRI.ACCION 99GR.3.2 [ 10241 ];1800.0;50.06;3500;5190.0;0.0;2.0;Si;;
COLGATE-PALMOLIVE;;50019;7702010611605;COLGATE CR.TRI.ACCION EXT.BLANC.75ML.3UN [ 35973 ];1925.0;44.06;3300;3490.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50020;7804925542231;COLGATE CR.TRI.ACCION50GR.6UN [ 36482 ];2950.0;29.9;4560;0.0;0.0;1.0;Si;;
COLGATE-PALMOLIVE;;50021;7509546079400;COLGATE DC SMI.GEL+6A.100 [ 44684 ];2655.0;36.1;4300;3990.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50022;7509546666990;COLGATE ENJ BYCAL ENCIAS FEF 500ML S/AL [ 53316 ];1930.0;42.81;3280;0.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50115;7891024039625;COLGATE ENJ PLAX 180 ML;714.0;35.35;1150;1490.0;0.0;0.0;No;;
COLGATE-PALMOLIVE;SEDA/PALILLOS DENTALES;50023;7891024183120;COLGATE HILO C/CERA 50MTS 2.1 [ 37662 ];2512.61;63.85;4900;6490.0;0.0;3.0;Si;;
COLGATE-PALMOLIVE;;50101;7804925543801;COLGATE KD FRES GEL 50 GR  3X2;663.87;434.07;4220;3790.0;0.0;10.0;Si;;
COLGATE-PALMOLIVE;;50024;7891024034095;COLGATE KIDS 6+ FRESA 50GR [ 37446 ];663.83;113.88;1690;2590.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50116;7509546702988;COLGATE KIT CREM-ENJ-CEP-RST;3020.0;49.98;5390;0.0;0.0;4.0;No;;
COLGATE-PALMOLIVE;;50025;7509546651057;COLGATE LUM.W.CARBON 90G [ 44685 ];1590.0;133.07;4410;5090.0;0.0;11.0;Si;;
COLGATE-PALMOLIVE;;50098;7509546676258;COLGATE LUM.W.GLOW 70G;2480.0;25.03;3690;0.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50026;7804925543771;COLGATE LUM.WHI.BRI.90GX3 [ 47512 ];4100.0;33.73;6100;9490.0;0.0;2.0;Si;;
COLGATE-PALMOLIVE;;50027;7891024005064;COLGATE LUMINOUS WHITE 140 GRS [ 53777 ];1756.33;81.85;3800;0.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50028;7509546651132;COLGATE LUMINOUS WHITE CARBON ACTIVADO  125 ML [ 51884 ];4060.0;31.43;6350;0.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;ENJUAGUES BUCALES;50029;7891024179420;COLGATE LUMINOUS WHITE ENJ.BUCAL 250 ML [ 28574 ];1350.0;92.97;3100;3090.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50114;7509546066776;COLGATE MINIUMS 6+;1740.0;35.23;2800;3990.0;0.0;0.0;No;;
COLGATE-PALMOLIVE;;50091;6920354822193;COLGATE PAST DEN CITRUS 90 GR;2890.0;50.04;5160;4290.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50092;7509546053875;COLGATE PAST DEN LUMINOUS WHITE 172 GR;3790.0;50.11;6770;7590.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50030;7891024019610;COLGATE PERIOG.CEP.EX/SUA [ 48711 ];2950.0;41.01;4950;5690.0;0.0;4.0;Si;;
COLGATE-PALMOLIVE;;50122;7793100130243;COLGATE PERIOGARD 90GR;2450.0;36.85;3990;7390.0;0.0;3.0;Si;;
COLGATE-PALMOLIVE;ENJUAGUES BUCALES;50031;7891024030806;COLGATE PLAX SOL.KIDS 250ML [ 4979 ];2780.0;66.25;5500;4590.0;0.0;6.0;Si;;
COLGATE-PALMOLIVE;;50032;7891024041628;COLGATE SENS.PRO BLANQ90G [ 48725 ];2150.0;95.04;4990;7490.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;ENJUAGUES BUCALES;50033;7891024179437;COLGATE SOL.LUM.WHITE 500 ML [ 33191 ];2500.0;27.73;3800;5990.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50034;7509546654034;COLGATE TOT12 A/SARRO 90G [ 44687 ];1230.0;67.95;2990;3990.0;0.0;2.0;Si;;
COLGATE-PALMOLIVE;;50035;7509546653518;COLGATE TOTA12 ANTI SARRO 197G [ 52243 ];2340.0;79.92;5010;0.0;0.0;8.0;Si;;
COLGATE-PALMOLIVE;;50036;7509546683829;COLGATE TOTA12 CARBON [ 54277 ];3950.0;46.78;6110;0.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50037;7509546665603;COLGATE TOTAL 12 150 GRS [ 53775 ];3385.0;40.01;5640;0.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50099;7509546683799;COLGATE TOTAL12 CARBON 75;1460.0;127.93;3960;0.0;0.0;8.0;Si;;
COLGATE-PALMOLIVE;;50110;7509546000985;COLGATE TRIPLE ACCION  75 ML;831.91;51.52;1500;1190.0;0.0;13.0;No;;
COLGATE-PALMOLIVE;;50117;7793100111891;COLGATE ULTR.BLA 90GR.;410.0;82.41;890;0.0;0.0;19.0;No;;
COLGATE-PALMOLIVE;;50038;7804925543825;COLGATE ULTR.BLA 90GR.3UN 259827 [ 40553 ];2130.0;53.19;4490;4490.0;0.0;10.0;Si;;259827
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50039;7804902000525;DENTO CEP PLUS DURO 2X1 [ 10891 ];1420.17;55.68;2690;1990.0;0.0;13.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50040;7804902000501;DENTO CEP PLUS SUAVE 2 X 1 [ 11075 ];1140.0;119.67;2980;2690.0;0.0;5.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50041;7804925543030;DENTO CEP. 2X1 TWEENS SUAVE +6 [ 32077 ];2590.0;66.72;4690;2290.0;0.0;6.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50042;7804925543009;DENTO CEP.EXT.SUAVE TONNY 3+.2UN. [ 32939 ];1990.0;84.61;3950;1890.0;0.0;6.0;Si;;
COLGATE-PALMOLIVE;CEPILLOS DENTALES;50043;7804925543290;DENTO CEP.PLUS MEDIANO 2X1 [ 31107 ];1420.17;64.64;2690;2690.0;0.0;19.0;Si;;
COLGATE-PALMOLIVE;;50044;7891528039350;DENTO GEL DENTAL JUNIOR 50 GR. [ 26657 ];660.0;65.52;1300;690.0;0.0;2.0;Si;;
COLGATE-PALMOLIVE;;50045;7891024038925;JAB PROTEX AVENA PAQ X3 [ 53334 ];1218.49;106.29;2990;0.0;0.0;11.0;Si;;
COLGATE-PALMOLIVE;JABONES ADULTOS;50046;7891024113684;JABON PROTEX ALOE 25 GR [ 53335 ];546.0;30.82;850;990.0;0.0;8.0;Si;;
COLGATE-PALMOLIVE;;50047;7891024028575;JABON PROTEX OMEGA 125 GRS [ 53336 ];546.0;30.82;850;0.0;0.0;23.0;Si;;
COLGATE-PALMOLIVE;;50108;7509546651989;L SPEED STICK ZERO FRESH COCONUT;3152.0;39.97;5250;0.0;0.0;0.0;No;;
COLGATE-PALMOLIVE;;50048;7509546063485;L.SPE.24/7 AC.FRE.DESP150 [ 44656 ];1776.67;40.45;2970;4690.0;0.0;1.0;Si;;
COLGATE-PALMOLIVE;;50049;7509546076300;L.SPE.24/7 DESSP.DYNA.91G [ 44679 ];1420.0;76.94;2990;4690.0;0.0;0.0;Si;;
COLGATE-PALMOLIVE;;50050;7509546076287;L.SPE.24/7 DESSTK.DYNA45G [ 44677 ];1171.5;150.24;3490;4690.0;0.0;2.0;Si;;
